user_id,duration,task_id,task_reference,source,materials,instructions,solution,criteria,images_required,cooperation_requirements,decision_verifiability,difficulty,goal_clarity,goal_path_multiplicity,intellectual_manipulative_requirements,intrinsic_interest,operational_requirements,population_familiarity,solution_multiplicity,cooperation_requirements_q,decision_verifiability_q,difficulty_q,goal_clarity_q,goal_path_multiplicity_q,intellectual_manipulative_requirements_q,intrinsic_interest_q,operational_requirements_q,population_familiarity_q,solution_multiplicity_q
R_3DioXZMzdEiPJzE,4188,70,"Shaw 1963, p. 95","Bass, 1949.","Mimeographed copies of the following statement
of the problem (one copy for each group member):
""The School Board of your town has gone progressive. The
Board realizes that teachers cannot do everything and are planning
to obtain a staff of specialists in various areas to cope with
the several problems which teachers are unable to handle effectively.
Consider yourselves as the chairmen of the 10 departments of your
high school of 5,000 students. You are meeting thirty minutes
before the School Board goes into session. The present high school
consists of teachers, the principal, an office staff, and a janitorial
staff. Your problem is to agree upon the four specialists you will
ask for, and the reasons you will present for choosing those four.
The School Board will only appropriate $12,000. Remember, there
are 5,ooo students so don't plan on overloading the four
specialists.""
","""You will be given a problem and will have 30
minutes in which to discuss it. You will be graded not only on
how well you as an individual contribute to the group discussion,
but also on how well the group does as a whole.
Everyone may receive an A or everyone may receive an E depending
on how much he contributes and how much the group progresses.
Therefore, if you feel someone else is ""off the track,"" is wasting
the group's time and there is lowering your grade, feel free to
cut in and get the group back on its proper assignment."" ",Variable,Judged quality of solution. ,FALSE,4.39,1.12,5.05,3.5,6.89,7.43,4.29,5.5,4.64,7.12,2.72,1.54,3.28,3.28,1.45,0.56,2.59,3,3.43,1.84
R_3DioXZMzdEiPJzE,4188,71,"Shaw 1963, p. 96","Ziller, 1957","Each group member is provided with a copy of the
following statement:
""A bomber crew, was downed over Norway during the winter of
1944. With the help of the underground, radio contact had been
established with friendly forces and submarine had been dispatched
to pick them up at a given time and place on the coast. In order
to insure the safety of tho submarine and because of the danger of
being spotted on the coast, the crew delayed its dash to the coast
as long as they dared to. As the crew headed to the pick-up
point, they became aware that enemy troups were on their trail.
The crew had reason to believe that the pursuers were less than a
day's distance behind. At this point, the crew arrived at a fiord
which was about four miles wide and on the other side was the pickup point. The fiord was covered with ice, but because of the snow
covering it, it was impossible to tell how thick it was. Furthermore, no one in the group knew the characteristics of fiord ice
at that time of the year. The distance around the fiord to the
pick-up point was about 15 miles over difficult terrain. Looking
around, the group saw a dwelling about 8 miles away at the most
inland point of the fiord. Given only these conditions, what would
your decision have been?""","""Your task is to discuss the problem and arrive
at a group decision. You may attack the problem in any way that
you choose, the only restrictions being that the various aspects
of the situation be considered by the group and that a decision be
arrived at by the group. When you have a decision, write it on
the paper provided and hand it to me."" ",Variable,Time; judged quality of decision. ,FALSE,3.86,1.5,3.75,4.39,7.06,7.26,5.65,3.94,4.15,7.16,2.74,1.84,3.54,4.13,2.42,1.46,2.84,3.9,2.64,1.36
R_3DioXZMzdEiPJzE,4188,73,"Shaw 1963, p. 97","French, 1941","Ball and spiral apparatus. This consists of a
spiral track 3½ inches wide ascending from a circular base 4 inches
in diameter to a center hole in the top about 24 inches above the
base. There are 3 3/4 rotations of the track, the outside of which
is open so that a rubber ball can roll off freely. Five handles
are mounted on the base, spaced at equal intervals. A rubber
ball is placed at the bottom of the track at the beginning of each
trial. ","""This is a test of group cooperation in a manual
dexterity task. By appropriate manipulation, it is possible to
make this rubber ball roll to the top of the track and enter the
hole in the top. Each person will grasp one of the handles with
his right hand. Then, working as a team, try to cause the ball
to roll to the top of the track without falling off. Each time the
ball falls off, I will replace it at the bottom of the track and a
new trial begins. You will have ten trials to try to move the
ball to the top. Are there any questions?"" ","Moving the ball as far up the track as possible
on each trial. ","Mean height of ball per trial before falling off
track; mean time per trial that ball is kept on track. ",FALSE,7.28,6.17,2.77,6.04,3.07,0.66,5.36,2.28,2.56,3.61,1.12,3.24,3.54,2.91,3.4,0.66,3.6,3.08,2.83,3.55
R_3DioXZMzdEiPJzE,4188,84,"Shaw 1963, p. 109","Gaier & Bass, 1955. ","Pencils. List of cities to be ranked: 
Wilmington, Delaware
Fall River, Massachusetts
Erie, Fennsylvania
Houston, Texas
Birmingham, Alabama
Hartford, Connecticut ","""Your task will be to rank the cities listed on the problem sheet according to their population as indicated by the 1960 census. That is, assign a rank of 1 to the city which has the largest population, a rank of 2 to the city which has the next
largest population, etc. Are there any questions about this procedure? (Make sure task is understood by everyone.) You will be given 10 minutes to discuss the problem and arrive at a group ranking."" ","Wilmington, Delaware- 6
Fall River, Massachusetts-5
Erie, Pennsylvania-4
Houston, Texas-1
Birmingham, Alabama-2
Hartford, Connecticut-3",Correlation of group ranking with true ranking; time. ,FALSE,2.88,7.32,2.5,7.32,1.95,6.81,2.28,1.19,3.75,0.88,2.46,0.86,3.43,0.88,2.73,1.64,2.9,1.79,3.87,1.58
R_3DioXZMzdEiPJzE,4188,8,"Shaw 1963, p. 36","Formulated by W. T. Penrod, Jr., especially for this project. ","Paper and pencils. A copy of the following problem
statement for each group member:
""The Wilson family is a well-regulated household. When it
turned out en masse to pick blueberries last fall, a separate
quota was assigned to men, women, and children. Each quota was a
whole number of quarts, and each individual was expected to harvest
exactly as many quarts as every other person in his category.
The quotas were such that 2 men gathered as many quarts as 3 women
and 2 children. Five women gathered as many quarts as 3 men and 1
child. All quotas were filled and the total harvest was 116 quarts.
The quota for a woman is 8 times that of a child. The quota for
a man is 13 times that of a child. There are five men and six
women in the family. How many children are there in the Wilson
family?""","""Your task is to discuss the problem among
yourselves and arrive at a group solution to the problem. Attack
the problem in any way that you wish. Please let me know when you
have a solution."" 
",3 children ,"Time required; error - deviation from correct
answer",FALSE,2.06,7.3,4.97,5.68,2.39,7.09,3.36,3.5,3.72,0.57,2.68,1.1,2.08,3.18,2.03,1.96,3.24,2.4,2.47,0.56
R_3dNfq1wXDF2UbRc,1769,16,"Shaw 1963, p. 43","Maier & Solem, 1952 (Cf. Hoffman & Maier, 1961) ","Statement of problem:
""A man bought a horse for $60 and sold it for $70. Then he
bought it back for $80 and sold it for $90. How much money did
he make in the horse business?"" ","""You will be given 8 minutes to discuss this
problem. Afterthe group discussion, each person will please write
the answer that he believes to be correct on the paper provided
and hand it to me."" ","$20 (Incorrect answers that seem plausible range
from -$10 to +$30, with -:• $10 being the most frequent, as reported
by Maier & Solem.) ",Percent correct answers,FALSE,1.04,7.26,1.83,7.12,1.54,7.18,3.28,1.68,6.5,0.63,1.6,2.4,3.67,2.94,2.1,1.86,3.04,2.57,2.19,0.62
R_3dNfq1wXDF2UbRc,1769,24,"Shaw 1963, p. 49","Shaw, 1954a. ","Paper and pencils, One copy of each of the
£ollowing problem statement for each group member:
""You are asked to give time of arrival at Town 4 of a plane
which left Town l at 12;00 noon. You know the. towns at which the
plane must land, distance between towns, duration of stops and speed
of the plane. What time does the plane land at Town 4?""
One copy of each of t7.:e following i terns: ( Items are randomly
distributed among group members.)
The plane stops at Town 2 for 1 hour.
Distance from Town 2 to Town 3 is 200 miles
The plane must land at Town 2.
The plane Must land at Town 3.
The speed of the plane is 100 miles per hour.
Distance from Town 1 to Town 2 is 100 miles.
Distance from Town 3 to Town 4 is 100 miles.
The plane stops at Town 3 for 1 hour. ","""Your task is to solve the problem you have been
given working together as a group. No one of you can solve the
problem working alone because no one has all the information needed
to solve it~ You must, therfore, communicate with each other in
order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information
that you have been given 0 The object is for every member in the
group to learn the :ns~er in the shortest possible time. When you
have an answer that you are willing to accept - either your own
solution or someone else's - raise your hand and I will collect
your solutiono The sooner each of you· reports a solution, the
better will be the groupts performance score. Are there any
quest ions?"" ",6:00 p.m. ,"Average of individual time scores; errors (number
of incorrect solutions submitted).",FALSE,6.25,7.34,4.43,5.28,2.95,6.32,3.04,3.66,4.46,0.57,2,0.66,2.67,3.48,2.88,2.26,2.21,2.29,2.33,0.56
R_3dNfq1wXDF2UbRc,1769,40,"Shaw 1963, p. 66","Gilchrist, 1952. ","A square cardboard (about 2' x 2') divided into
16 equai-sized squares.
Sixteen cardboard squares about the size of the small squares
on the board. On each card one of the following words is written:
thirst, drinking, liquid, fountain, hunger, eating, food, restaurant,
need money, working, job, industry, sex desire, sex act, woman,
marriaGe. ","""This is a reasoning task. You are to work
together on it as a group. The envelopes before you contain cards
upon which a number of words have been written. At the go signal,
remove the cards from the envelope and do with them whatever you
think you should. The board with the 16 squares may be used if you
so desire. Are there any questions?"" ","Cards should. be arranged in the following manner:
thirst hunger sex desire need money
fountain restaurant marriage industry
liquid food woman job
drinking eating sex act working 

This is a double classification based upon categories of motivation (1st row), institution where motive may be satisfied (second
row), object of need satisfaction (third row), and act of satisfying
the motive (fourth row), and upon the relations among these categories (e~g., thirst-fountain-liquid-drinking are related to a
greater extent than thirst-restaurant~woman-drinking). The order
or rows and columns is of no consequence as long as the above
relations are maintained. 
",Number of words correctly placed; time. ,FALSE,3.21,4.62,3.64,1.59,4.15,5.12,4.85,4.35,2.79,2.41,2.83,3.31,2.92,2.85,2.98,2.37,2.62,3.57,2.79,2.61
R_3dNfq1wXDF2UbRc,1769,42,"Shaw 1963, p. 68",old parlor game,"Nine cards labelled with numbers l through 9.
Cards are Arranged in Groups:
7 28 186 34 5","""If we multiply the first two numbers (7 x 28)
it happens that t~1e answer is the middle number (196). But if we
multiply the pair at the other end (5 x 34) the answer will not
be the middle number (196).
your' task: working as a group, is to rearrange the nine cards
in as few moves as possible so that each of the end groups when
multiplied ,will equal the number in the middle. (Groups must contain same number of cards as before; i.e., l card, 2 cards, 3
cards 2cards and  l card, in that order.)"" ","
2 78 156 39 4 (Requires moving 5 cards)
4 39 156 78 2 (Requires moving 7 cards)
3 58 174 29 6 (Requires moving 7 cards)
6 29 174 58 3 (Requires moving 7 cards) ","timime required; number of moves required for solution; Success/failure in alloted time. 
",FALSE,2.44,7.23,5.37,5.06,3.5,4.32,2.23,3.47,2.81,2.5,2.36,2.04,2.45,3.91,2.48,1.85,2.52,2.1,2.65,2.26
R_3dNfq1wXDF2UbRc,1769,47,"Shaw 1963, p. 73","Watson, 1928","A card having the secondar7 printed on it. Paper
and pencils. ","""This is a group task. You will be allowed 10
minutes to form as many words as possible using only the letters
~ppearing in the word secondary. Each letter may be used only once
in each word formed. Singular and plural do not count as separate
words. Proper names and slang are not permitted."" ",Variable,Number of words formed in 10-minute period. ,FALSE,1.82,5.5,1.1,7.18,5.94,6.37,0.39,1.88,5.19,6.09,1.95,4.35,2.35,2.28,3.39,1.79,2.89,2.04,3.76,1.69
R_3dNfq1wXDF2UbRc,1769,4,"Shaw 1963, p. 32","Formulated by W. T. f·enrod, Jr., especially for this project. ","Paper and pencils; a copy of the problem statement
for each group member:
""Eight men entered a tennis tournament nt Golfview. The
tournament was played in three consecutive days, one round per day.
No match ~as defaulted. The first and second round matches were
stipulnted to be 2 sets out of 3, whereas the final round was 3
sets out 5.
After the tournament had ended, the following information about
the tournament was widely known:
Easton never playod agninst Henderson.
Before the play began, Gordon remarked to Bentley, 'I sea
that we meet in the finals.'
Chester won a set at love but lost his first match. 
you
at
of
at
33
Altogether, 140 games were played, of which the losers won 43.
When the pairings were posted, Anderson said to Dalton, 'Do
concede, or do you want to play it out?'
On the second day, the first round losers played bridge, and
the same table gathered on the. third day·with Easton in place
Anderson.
Bentley won 9 games.
Francis won 37 games.
The first score of the tournament was a service ace by Gordon,
which Easton shouted, 'Hey., , I'm not over there.
Who won the tournament?"" ","""This is a group task. Work on the task cooperntively, trying to arrive at an answer to the quesrion posed in the
problem statement that is agreeable to everyone. If you cannot
agree, a minority report will be accepted along with the majority
decision. Let me know when you have arrived at an answer"""" ",Dalton ,"Time require; correct/incorrect; unanimity of
decision.",FALSE,2.35,7.16,5.65,5.44,3.04,7.12,4.36,4.12,3.04,0.56,2.31,2.82,2.7,3.81,2.53,1.84,2.71,2.02,2.82,0.56
R_3dNfq1wXDF2UbRc,1769,55,"Shaw 1963, p. 79","J.E. McGrath, personal communication. ","Paper and pencils. Copies (one for each S)
of the following problem statement and instructions. ","""The recent television scandals (the so-called
""rigged"" quiz shows and ""payola"" practices) have resulted in proposed legislation to increase the power of the Federal Communication
Commission (FCC) to control television programming. The aim of the
legislation is to improve the educational and moral quality of
material offered on TV, with specific emphasis on eliminating
violence in children's programs, deceitful practices (like rigged
quiz shows) and obscenity. The proposed legislation would permit
the FCC to refuse or revoke licenses, levy fines, and take other
measures against any TV station, network, or producer whose material
did not live up to a standard ethical and moral code. Many groups
are opposing the legislation on the grounds that such censorship 
80
is a restriction of the right of freedom of speech.
Your taak as a committee is to consider and discuss this problem as representatives of your religious foundations; and to
develop n set of recommendations to be adonted as the official
policy of the combined campus religious organizations.
You have 25 minutes to discuss and decide on your recommendation:..;, and five more minutes to record them on the paper that has
been provided~ The recommendations must be adopted unanimously
by all members  of this conmittee",Variable,"Judged quality of the set of recommendations"" ",FALSE,4.94,0.84,5.3,4.06,7.18,7.18,5.5,5.39,5.55,7.21,2.52,1.88,3.37,3.97,2.04,1.72,3.53,3,2.8,1.46
R_3dNfq1wXDF2UbRc,1769,70,"Shaw 1963, p. 95","bass, 1949.","Mimeographed copies of the following statement
of the problem (one copy for each group member):
""The School Board of your town has gone progressive. The
Board realizes that teachers cannot do everything and are planning
to obtain a staff of specialists in various areas to cope with
the several problems which teachers are unable to handle effectively.
Consider yourselves as the chairmen of the 10 departments of your
high school of 5,000 students. You are meeting thirty minutes
before the School Board goes into session. The present high school
consists of teachers, the principal, an office staff, and a janitorial
staffa Your problem is to agree upon the four specialists you will
ask for, and the reasons you will present for choosing those four.
The School Board will only appropriate $12,000. Remember, there
are s~ooo students so don't plan on overloading the four
specialists."" ","""You will be given a problem and will have 30
minutes in which to discuss it. You will be graded not only ~n
how well you as an individual contribute to the group discussion,
but also on how well the group does as a whole.
Everyone may receive an A or everyone may receive an E depending
on how much he contributes and how much the group progresses.
Therefore, if you feel someone else is ""off the track,"" is wasting
the group's time and there is lowering your grade, feel free to
cut in and get the group back on its proper assignment."" ","Variable 
",Judged quality of solution. ,FALSE,4.39,1.12,5.05,3.5,6.89,7.43,4.29,5.5,4.64,7.12,2.82,1.54,3.28,3.28,1.45,0.56,2.59,3,3.43,1.84
R_3dNfq1wXDF2UbRc,1769,7,"Shaw 1963, p. 35","Formulated by VJ. T. Penrod, Jr., especially for this project. ","Iaper and pencils. A copy of the following problem statement for each group member:
""Johnson, Barry, Brewster, Edwards, Adams, and Hunter are each
sophomores in one of the following colleges; Yale, Harvard,
Princeton, Dartmouth, Cornell, and Columbia. Barry has a girl
friend named Miss Short. Miss Phillips is Brewster's girl. Miss
Klagg is Hunter's girl. Miss Rice is Johnson's girl. Miss West is
Edwards' girl. Miss Phillips doesn't know any Cornell men. Miss
Klagg knows no Columbia men. Miss VJest hates Harvard men. Miss
Kent roots for Princeton. Brewster knows Miss West but she won't
have anything to do with him. Barry wears a big Yon his sweater.
To which college does each man go?"" "," ""This is a group task. Work cooperatively to
arrive at a group answer to the question posed in the problem
stntement. When you have an answer, let me know."" ","Johnson - Dartmouth
Barry - Yale
Brewster - Harvard
Edwards - Columbia
Adams - Princeton
Hunter - Cornell ",Number correct pairs; time required. ,FALSE,2.31,7.21,4.77,5.81,3.17,7.12,4.55,3.06,3.15,0.77,2.73,2.72,2.22,3.14,2.81,1.7,2.82,2.2,2.71,1.52
R_3dNfq1wXDF2UbRc,1769,89,"Shaw 1963, p. 114","Shaw, J.9 59 • ","A diagram like the one shown below (left).which
can be displayed before the group, and a similar diagram (shown
below, right) with target values written in for use by experimenter in reporting scores to group. ","(The diagram shown above, left, is shown to
the group.) ""This is a kind of search task. On each trial, you
will choose one of the coordinates on this chart, e.g., D-5, E-10,
etc. For each problem, I will have a chart with concentric, irregular lines drawn on it, like this (a diagram similar to the one
shown above, right, is displayed to the group). The value of
I 
115
your decision will be determined by the value of this diagram. For
exnmple, i~ you choose D-3, this coordinate is outside the largest
circle and has a value of zero; if you choose a coordinate between
the largest and next largest circle, you get a value of 5, etc.
The object is to earn as high a score as possible on the 10 trials
allowed on each ,roblen. After each decision, I will tell you the
score you have e&rned according to my diagram. At first, of course,
you ,·,ill have no basis for making a choice. However, after a few
trials, you should begin to learn something about the diagram that
I have: and th11s be able to make more intelligent decisions.
The decision mnst be a group decision. You will be allowed
three minutes for discussion in making each decision. If you
wish you may choose the same coordinate on successive trials. You
may also mark your decisions and their value on the diagram, if
you wish,."" ","The highest possible score would of course be 200,
where the group chooses the central coordinate on all 10 trials. ","Total sco~e on 10 trials; number of trials to
discover coordinate having highest value. ",TRUE,3.64,6.81,3.36,5.38,3.58,6.21,3.38,2.5,1.86,3.46,2.73,2.62,2.82,3.17,3.39,2.53,3.62,2.17,2.65,3.03
R_3E10BuI4AFWDHDb,5637,13,"Shaw 1963, p. 40",(old parlor game),"Each group member is given statement of problem:
""Post-office is an old parlor favorite among teen-agers and
even among some adult groups. The modern equivalent might be represented by a certain Christmas party where many kisses were given and received under the mistletoe. A certain disinterested party kept count of these exchanges.

The party consisted of seven married couples, one widower,
three widows, twelve bachelors, and ten maidens. Everybody was found to have kissed everybody else, with the following exceptions: No male kissed a male. No married man kissed a married woman, except his own wife. All of the bachelors kissed all of the maidens twice. The widower did not kiss anybody, and the widows did not kiss each other. How many kisses were exchanged? (Assume that each kiss was returned and the double act counted as one kiss.)""

","""Discuss the problem among yourselves and arrive
at a solution that is acceptable to the group.""","A total of 645 kisses were given. (There were 39
persons present. If everybody kissed everybody else once the number would be 741. If the 12 bachelors kissed the 10 maidens a second time we would have an additional 120, or 861 total. Since no man kissed a married woman except his wife, we deduct 42; no male kissed another male, so another 171 must be deducted; and no widow kissed another widow, deducting 3. Thus 861 - 42 - 171 - 3 = 645.)",Time; correct/incorrect. ,FALSE,2.32,7.37,4.65,5.55,2.5,7.18,4.77,3.35,3.72,0.57,2.56,0.62,2.24,3.08,3.26,1.58,2.64,2.45,3.06,0.56
R_3E10BuI4AFWDHDb,5637,17,"Shaw 1963, p. 43",(old parlor game) ,"Paper and pencils. Copy of the following problem
statement:
""A man took a bottle containing a pint of wine, filled a glass from it and emptied the glass of wine into a pint of water. Then he filled the glass with jug, and poured it back into the wine bottle. Did he take more wine from the bottle than water from the jug, than wine from the bottle?''
","""This is a group situation. Discuss the information you have been given and work together on the task toward a group solution. Arrive at a decision as soon as possible and let me know when a decision acceptable to the group has been reached.'' ","He did neither. Exactly as much wine was taken
from the bottle as water from the jug. (Assume the glass held ¼
pint. After the first manipulation, the bottle held 3/4 pint of
wine, the jug ¼ pint of wine and 1 pint water. When the glass
was filled from the jug, it held 1 part wine and 4 parts water, or
1/5 pint of wine and 4/5 pint of water. Thus, 4/5 pint of wine was left in the jug, and 4/5 pint of water was added to the bottle of wine.) ",Time; pass/fail. ,FALSE,2.29,7.23,5.04,4.7,1.96,7.06,3.31,3.41,3.77,0.7,2.28,1.64,2.09,4.03,2.41,2.08,3.05,2.36,2.51,0.86
R_3E10BuI4AFWDHDb,5637,26,"Shaw 1963, p. 51","Shaw & Rothschild, 1956.","Paper and pencils. One copy of the following problem statement for each group member: ""Your group represents an industrial organization which needs to purchase 50 trucks. You are considering four different makes:
Fonds, Chats, Stuarts, and Plumes. The organization wants to
buy the one which will give maximum service per unit cost. Which make do you purchase?"" One copy of onch of the following items: (Items are randomly distributed among group members.)
Fonds cost $3000 each.
The average life of a Fond is 3 years.
Chats cost $3500 each. 
The average life of a Chat is 3 1/2 years.
Stuarts cost $4000 each.
The average life of a Stuart is 3 years.
Plumes cost $3500 each.
The average life of a Plume is 4 years. ","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information
needed to solve it. You must, therefore, communicate with each
other in order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items in information that you have been given. The object is for every member in the group to learn the answer in the shortest possible time. When you have an answer that you are willing to accept - either your own solution of someone else's - raise your hand and I will collect your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?"" ",Plumes.,"Average of individual time scores; errors (number
of incorrect solutions submitted). ",FALSE,6.18,7.3,4.27,5.21,3.06,6.41,3.25,2.54,5.06,0.54,1.87,1.3,2.96,3.44,2.77,2.29,2.02,2.36,3.43,0.56
R_3E10BuI4AFWDHDb,5637,33,"Shaw 1963, p. 58","Formulated by W. T. Penrod, Jr., especially for this project. ","Paper and pencils. One copy of the following problem statement for each group member:

""On certain days a salesman begins his travels at 6:00 A.M.
He visits four cities in the following order: ABCDBCA. What time
does he get home?"" 

One copy of each of the following items: (Items are randomly
distributed among group members.)
It is a l ½ hour drive from A to B.
It is a 2 ½ hour drive from C to D.
It is a l hour drive from C to A.
It is a 3 hour drive from B to D.
It is a 2 hour drive from B to C.
He spends 45 minutes at Beach time he visits it.
He spends 1 hour at C each time he visits it.
He spends l½ hours at D each time he visits it. ","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information needed
to solve it. You must, therefore, communicate with each other in
order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information that you have been given. The object is for every member in the group to learn the answer in the shortest possible time. When you have an answer that you are willing to accept - either your own solution or someone else's - raise your hand and I will collect your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?"" ",11:00 P.M. ,"Average of individual time scores; errors (number
of incorrect solutions submitted). ",FALSE,6.25,7.32,4.32,4.81,2.88,6.39,2.71,3.75,4.44,0.56,2,0.94,2.97,3.54,2.74,2.07,2.79,2.69,2.85,0.56
R_3E10BuI4AFWDHDb,5637,38,"Shaw 1963, p. 64","Shaw, Marjorie E., 1932. (Cf. Marquart, 1955) ","Paper and pencils. A large card with a diagram
of a river. Six disks labelled Ml, M2, M3, Cl, C2, and RC,
respectively"" ","""Three missionaries (represented by the disks labelled Ml, M2, M3) and three cannibals (represented by the disks labelled Cl, C2, and RC) are on the A-side of the river on your
diagram. Your task is to get them across to the B-side of the
river by means of a boat which holds only two persons at one time. All of the missionaries and one cannibal (RC) can row. Never, under any circumstances or at any time, may the missionaries be outnumbered by the cannibals. (Except, of course, when there are no missionaries present.) This is a group task. Work together cooperatively to solve the problem as accurately and as quickly as possible"" When you have finished, write out your solution and hand it to me."" ","1. M1 and C1 cross
2. M1 returns
3. RC and C2 cross
4.RC returns
5. M1 and M2 cross
6. M1 and C1 return
7. RC and M1 cross
8. M1 and C2 return
9. M1 and M3 cross
10. RC returns
11. RC and C1 cross
12. Rc returns
13. RC and C2 cross
","Number of crossings required; time; correct/
incorrect. ",TRUE,2.35,7.02,5.32,5.54,2.24,5.61,4.5,3.5,3.81,1.21,2.37,3.1,2.9,2.78,2.78,2.55,2.33,1.81,3.38,1.35
R_3E10BuI4AFWDHDb,5637,39,"Shaw 1963, p. 65","Shaw & Gilchrist, 1955. ","A collection of buttons having the following characteristics:
Four different colors
Four different sizes
Four different shapes
(In other words, buttons may be classified into four categories on each of the characteristics listed above. Buttons are selected so that no two categories will result in the same distribution of buttons.)","''This is a reasoning task. You are to work on this task as a group. The envelope before you contains a number of buttons. There are just four kinds of buttons, Your task is to sort the buttons into groups representing the four kinds of buttons. Are there any questions?"" ","Classifications vary in frequency in the following order:
Color (most frequent)
Size
Shape","Time required for an acceptable classification;
uniqueness of classification (Shape most unique, etc.) ",FALSE,2.5,4.5,1.82,4.42,3.53,4.07,2.9,1.96,4.38,3.46,2.36,3.92,2.04,3.43,2.26,3.11,3.22,2.41,3.82,2
R_3E10BuI4AFWDHDb,5637,4,"Shaw 1963, p. 32","Formulated by W. T. fenrod, Jr., especially for this project. ","Paper and pencils; a copy of the problem statement
for each group member: ""Eight men entered a tennis tournament at Golfview. The tournament was played in three consecutive days, one round per day. No match ~as defaulted. The first and second round matches were stipulated to be 2 sets out of 3, whereas the final round was 3 sets out of 5.

After the tournament had ended, the following information about the tournament was widely known: 
Easton never played against Henderson. 
Before the play began, Gordon remarked to Bentley, 'I see that we meet in the finals.' 
Chester won a set at love but lost his first match.

Altogether, 140 games were played, of which the losers won 43.
When the pairings were posted, Anderson said to Dalton, 'Do
concede, or do you want to play it out?'

On the second day, the first round losers played bridge, and
the same table gathered on the. third day·with Easton in place
Anderson.
Bentley won 9 games.
Francis won 37 games.
The first score of the tournament was a service ace by Gordon,
which Easton shouted, 'Hey., I'm not over there.
Who won the tournament?""","""This is a group task. Work on the task cooperatively, trying to arrive at an answer to the question posed in the problem statement that is agreeable to everyone. If you cannot agree, a minority report will be accepted along with the majority
decision. Let me know when you have arrived at an answer"""" ",Dalton,"Time require; correct/incorrect; unanimity of
decision. ",FALSE,2.35,7.16,5.65,5.44,3.04,7.12,4.36,4.12,3.04,0.56,2.31,2.82,2.7,3.81,2.53,1.84,2.71,2.02,2.82,0.56
R_3E10BuI4AFWDHDb,5637,61,"Shaw 1963, p. 85","Blake, Mouton & Fructcher 1954.",Paper and pencils.,"""Your task is to discuss the question, 'Should
college grades be abolished?; to come to an agreement regarding the answer to this question; and to write a  brief report concerning the agreement reached"" You will have 15 minutes to complete this task.""",Variable,"Quality of written report as judged by ""experts.""",FALSE,3.86,0.77,3.75,4.81,7.18,7.18,6.14,4.75,5.45,7.28,2.51,1.42,4.33,4.41,3.06,1.86,2.16,3.66,3.56,1.24
R_3E10BuI4AFWDHDb,5637,79,"Shaw 1963, p. 103","Roby & Lanzetta, 1956. (Cf. Lanzetta & Roby, 1956) ","Open booths, one for each group member, arranged
side by side and fitted with work tables and a communication
system. (A standard intercom system with mike and headphones for each person is adequate.)

A slide projector for each booth, or other means of presenting
a series of pictures of simulated aircraft instruments to each
S, and 30 pictures showing different instrument readings.
A switch, having an ""off"" and 3 ""on"" positions, in each booth.
Each switch is labelled as an aircraft control, e.g., steering
mechanism.

The sets of 30 simulated instruments represent the following
instruments: altimeter, air speed indicator, compass, rate of
climb indicator, fuel gauge, and air temperature gauge. The
controls are: landing gear, steering mechanism, control switch,
selector knob, and power setting. The operation of controls,
instrument requirements, and availability of instruments is shown in the following chart: ","""Instructions explain the operation of the
apparatus and materials, with examples. Communication procedures are explained. Ss are told that they must obtain the necessary information from-others and are provided with an information card which tells which persons have which instruments. They are told that instrument readings will change periodically, but they are not told how often changes occur. They are told that performance will be judged in terms of speed and accuracy of switch settings."" ","Agreement of switch settings with instrument
readings and specifications listed on ""Operating Procedures"" card. ","Number of errors, where an error is defined as an
incorrect switch setting by any S. Setting not changed before
next instrument reading change is considered as an error.
Latency of change of setting following instrument reading
change. ",TRUE,7.16,5.95,5.61,2.08,3.36,3.32,5.56,6.39,1.58,1.96,1.88,2.73,2.74,3.41,2.86,2.36,3.36,2.24,3.38,2.59
R_3E10BuI4AFWDHDb,5637,85,"Shaw 1963, p. 110","Bass, 1958. ","An adequate supply of rating sheets with the
following information: ","""Your task is to rank the words on your problem sheet in order of familiarity. Give a rank of 1 to the word that you think is most familiar to persons in this country (i.e., most common), a rank of 2 to the word that is next most familiar, etc. First, each of you will rank the words individually. Then you will work together as a group and arrive at a group ranking of the words. Work as quickly and as accurately as you can."" ",   Words                             True Rank," Difference between the correlation of the average
individual rank with true ranks and the correlation of group ranking with true ranks. Time required for group ranking. ",TRUE,3.15,6.29,1.8,7.21,1.83,6.85,2.35,1.45,2.86,0.98,2.57,3.15,2.94,1.7,2.8,1.8,3.02,2.07,3.58,2
