_id,playerId,gameId,createdAt,data.synergyPreference,data.teamViability,data.enjoyedTask,data.age,data.gender,data.strengthInGame,data.payFair,data.feedbackOpenEnded,data.feedbackMultipleChoice,data.education
ip7jP6qLdq4E9efnT,w7miaed88e5twzcf5,NHoc3adz9EKkYrrnH,2024-04-23T15:57:17Z,individual,,agree,,,,,I had to refresh the waiting room because it seemed stuck and then it would proceed with the instructions and tasks.,Yes,
eiEjAorYH83iBpedu,w7miaed88e5twzcf5,NHoc3adz9EKkYrrnH,2024-04-23T15:58:10Z,,,,55,female,I have good short term recall of instructions or word lists.,I think so but I haven't found out my pay exactly yet. ,,,bachelor
jTDMpvfifhDuoqfSr,2SAbx4bhD4GKsf4qg,Y5mMRmEnwgFDYda8G,2024-04-23T16:13:37Z,individual,,strongly agree,,,,,No. I have no other feedback to share about this task.,Yes,
dgnEb3ahqRmLnMHw5,3XauEoMvdJv6N5oCk,zs6JZ6gYSzmJotPQw,2024-04-23T16:15:02Z,individual,false,disagree,,,,,,No,
Jwiw5xLivL2w3d5Eq,Xhfv4q8u89oyjqjf7,zs6JZ6gYSzmJotPQw,2024-04-23T16:15:12Z,team,true,agree,,,,,quite good but some task takes a round to get familiar,Yes,
rp7ZiYLoZaTbQwi2h,fzXgwgimywpeYy9Kv,zs6JZ6gYSzmJotPQw,2024-04-23T16:15:17Z,team,true,strongly agree,,,,,through mturk. it was really fun.,Yes,
WgQphfaTTqaM7w4P7,2SAbx4bhD4GKsf4qg,Y5mMRmEnwgFDYda8G,2024-04-23T16:15:35Z,,,,37,Male,I think that my main strengths are my ability to solve logic puzzles like word puzzles and to type relatively quickly.,Yes. I think that the pay was very fair and reasonable for this kind of task.,,,master
JT5RGqEZFRza5tFuW,fzXgwgimywpeYy9Kv,zs6JZ6gYSzmJotPQw,2024-04-23T16:16:05Z,,,,39,man,I had good strength and helped a lot.,yes,,,high-school
oi994m8xPnEKo65n5,Xhfv4q8u89oyjqjf7,zs6JZ6gYSzmJotPQw,2024-04-23T16:16:15Z,,,,33,Male,strong,ok,,,bachelor
MyyaYP7M54Mtwi8Rb,3XauEoMvdJv6N5oCk,zs6JZ6gYSzmJotPQw,2024-04-23T16:16:32Z,,,,37,Male,I think I am strong at all aspects of the game(s). I think I make a good leader.,No. The pay is about 10$ under the expectation of the time needed to complete the task. I will likely not participate in tasks by this requester moving forward.,,,bachelor
XkYDSfAq8726PPTmW,3jv8fBhZB7u94MJ79,LZE42nuj943fP47ZA,2024-04-23T16:20:14Z,individual,false,strongly agree,,,,,one player was inactive and never left. ,No,
nBnr24FroYQubBXpM,855qJJ9YPjsCZSCT2,YEpZ43gBMzTJAduTs,2024-04-23T16:20:31Z,team,true,agree,,,,,,Yes,
zKgSKZmnsGkm7ynBF,EiTnumsEXdXvbWMrH,YEpZ43gBMzTJAduTs,2024-04-23T16:20:32Z,team,true,agree,,,,,went slowly,Yes,
gQE3gKoBrc7cxbffv,veW53m7rKiR2aX7k4,YEpZ43gBMzTJAduTs,2024-04-23T16:20:34Z,individual,true,neither agree nor disagree,,,,,,Yes,
PxpzziDrzxC8QgSrF,3jv8fBhZB7u94MJ79,LZE42nuj943fP47ZA,2024-04-23T16:20:38Z,,,,32,male,typing and word scrambling. ,yes,,,master
JPEGj2vrFP4NkMTPk,F6PbtizryquitDd9g,YEpZ43gBMzTJAduTs,2024-04-23T16:20:43Z,individual,false,agree,,,,,"I have no suggestions, legitimately had fun doing it.",Yes,
PdSHvuY4YMwFh2Jpv,TJZFSNLPcQ4BeW2ud,LZE42nuj943fP47ZA,2024-04-23T16:20:49Z,individual,true,agree,,,,,"Our third player left and seemingly was never taken out of the game, causing us delays and lost points.",Yes,
JAg8KtjgGzaxfuKTH,EiTnumsEXdXvbWMrH,YEpZ43gBMzTJAduTs,2024-04-23T16:21:11Z,,,,45,male,I was good with logical tasks.,It was OK.,,,bachelor
h9vnXsivoffbFR6uW,F6PbtizryquitDd9g,YEpZ43gBMzTJAduTs,2024-04-23T16:21:11Z,,,,33,Female,I did type fast,yes,,,bachelor
YnicxJyeKH9YY3Rsi,ozkEamMcDsvjiEYjs,YEpZ43gBMzTJAduTs,2024-04-23T16:21:22Z,individual,true,agree,,,,,I did not like the writing task since i was having a hard time who was doing what ,No,
vLDGrEPgWPFmw9sAJ,veW53m7rKiR2aX7k4,YEpZ43gBMzTJAduTs,2024-04-23T16:21:57Z,,,,43,male,i was terrible at everything,no,,,bachelor
7DqYZPp8yxvn3gSaf,TJZFSNLPcQ4BeW2ud,LZE42nuj943fP47ZA,2024-04-23T16:22:10Z,,,,34,Male,"Maybe in the word unscramble. Otherwise, none.","I don't yet, as I've yet to see the bonus.",,,high-school
xLqFg5FarpitFun58,855qJJ9YPjsCZSCT2,YEpZ43gBMzTJAduTs,2024-04-23T16:22:13Z,,,,52,female,decent,play was fair but the remuneration could be more given the time investment 0f almost an hour,,,bachelor
ZRg3XmJLPDBCdaWek,ozkEamMcDsvjiEYjs,YEpZ43gBMzTJAduTs,2024-04-23T16:22:23Z,,,,30,female ,i was confused most of the time.,could have payed more ,,,other
ogWhW2oR8ubGwi4De,a3M6FuKNZfExNa5gp,rnDSiWpQBZjjMw3A4,2024-04-23T17:00:45Z,team,,strongly agree,,,,,,Yes,
4DESYC5n9D2tDS8en,a3M6FuKNZfExNa5gp,rnDSiWpQBZjjMw3A4,2024-04-23T17:01:57Z,,,,42,Male,Below average.,Yes.,,,bachelor
5zPMNau4bKdrjS2Tw,hTYT62e75BjHwpLTd,5RArAbS9NZL4hnu4m,2024-04-23T18:10:05Z,individual,true,disagree,,,,,,No,
rjQ653XQzCyyRxR25,hTYT62e75BjHwpLTd,5RArAbS9NZL4hnu4m,2024-04-23T18:10:45Z,,,,80,male,fair,no,,,bachelor
aHoHjCFvuFfbHQbjR,tssAovorAbMHCTHNy,fR5SqZHLCDz2kzkzp,2024-04-23T18:13:16Z,individual,false,agree,,,,,,No,
jp8epoL52Dx4kjKjj,tssAovorAbMHCTHNy,fR5SqZHLCDz2kzkzp,2024-04-23T18:13:35Z,,,,37,FEMALE,MEDIUM,YES,,,master
RCYsmnKxcf55o3JRn,tDDY2qBonWCG2cTEM,Etark9mxWevuqRdXb,2024-04-23T18:16:55Z,individual,true,strongly disagree,,,,,,Yes,
TuvS4zEMyAFiGpzwg,tDDY2qBonWCG2cTEM,Etark9mxWevuqRdXb,2024-04-23T18:19:51Z,,,,35,male,very weak,yes,,,master
tkXigTWRKcFeJsPs6,3w9nCejnhT3nZAv3d,GRdkEsecs5HRBd2XY,2024-04-23T18:24:33Z,individual,,agree,,,,,,Yes,
5qo8Ta3oqo2uRudBQ,QbRbsbK6qiY78uSEZ,G9zGdmBttzpkNi4wR,2024-04-23T18:26:01Z,team,,strongly agree,,,,,"I appreciate the opportunity to provide feedback on the gameplay activity. Here are my thoughts:\n\nThe notification about the activity was clear and timely, which helped me prepare and participate effectively.",Yes,
t86kTHNLyrspFYedD,QbRbsbK6qiY78uSEZ,G9zGdmBttzpkNi4wR,2024-04-23T18:26:52Z,,,,30,MALE,YES,YES,,,master
ibqcH4gnWSk9tTKby,3w9nCejnhT3nZAv3d,GRdkEsecs5HRBd2XY,2024-04-23T18:26:58Z,,,,52,MALE,Some games were easier than the others. I feel like I scored better in games that involved words than the ones involving logical reasoning which I felt needed more time,Yes,,,bachelor
xw9KX6FzQJdq2QxAh,hk_4cfb16857ef9ff6a,Etark9mxWevuqRdXb,2024-04-23T18:29:06Z,individual,false,strongly agree,,,,,"I was notified by email. I want to play more, as it was funny!",Yes,
5xfZz8RkqhnpZik7D,dBBxYwMkvuoZgeswe,Etark9mxWevuqRdXb,2024-04-23T18:29:31Z,individual,false,disagree,,,,,Bird was completely absent doing nothing in some rounds and actively working against us in others.  It was infuriating trying to do this with one guy working against us.  ,Yes,
eMDMxgm5mddEqxT68,hk_4cfb16857ef9ff6a,Etark9mxWevuqRdXb,2024-04-23T18:30:10Z,,,,26,male,I tried to cooperate.,Yes,,,other
5fAfYPi8dEcFfcpHq,dBBxYwMkvuoZgeswe,Etark9mxWevuqRdXb,2024-04-23T18:31:34Z,,,,43,Male,I actually did the tasks unlike some people.  I consistently worked at solving things.,"No,  not at all.  It may have been if both my third team member wasn't working against us.",,,high-school
6jR6zkfanecFDL8zf,J7zEeTSXY3n9JqKGf,u9cugqmK8yNAcRwpN,2024-04-23T18:35:21Z,individual,false,disagree,,,,,The pages reloaded and errors popped up often making it difficult to follow along.,No,
b9gBR42LewiF6GyoC,KwBLEsvWzngu9LPuS,u9cugqmK8yNAcRwpN,2024-04-23T18:35:35Z,team,true,agree,,,,,At the start of the second game the game froze and I had to click the link on the email to resume the game.,Yes,
33kZyM45uGX9hnN8P,J7zEeTSXY3n9JqKGf,u9cugqmK8yNAcRwpN,2024-04-23T18:35:47Z,,,,51,female,I am quick.,No.,,,high-school
m3S6BGNcQgScuWwZN,5gSXeCgsiwSFmnMhZ,hk_398eb1ff4aa9c7fc,2024-04-23T18:36:09Z,team,true,strongly agree,,,,,Enjoyed participating. It was loads of fun and very challenging.,Yes,
ciqQjHqhPM82mWzGP,MrQBNmod4A6N6qm6c,hk_398eb1ff4aa9c7fc,2024-04-23T18:36:15Z,individual,true,agree,,,,,The server seemed to have issues a lot,No,
4ccv5P3XLRJMoD2u3,jQBSuEpYekjt9zjEy,JJncbFy2MbPPctJDD,2024-04-23T18:36:15Z,team,true,strongly agree,,,,,no,Yes,
LTLHFLBfdnAi5HyrS,f628nWFtTsmJJgHzP,JJncbFy2MbPPctJDD,2024-04-23T18:36:19Z,team,true,strongly agree,,,,,great,Yes,
2inpkjG5XWGvx5kWc,NGFsL85XJaTWaYyMs,JJncbFy2MbPPctJDD,2024-04-23T18:36:20Z,team,true,agree,,,,,It was OK.,Yes,
ad5BRED2Y8RgWbJkQ,KwBLEsvWzngu9LPuS,u9cugqmK8yNAcRwpN,2024-04-23T18:36:34Z,,,,46,Male,Being able to work with the other players.,I think the pay was fair for the amount of games we played.,,,bachelor
ZjPikkDxpT6z2NwKQ,EEY2joEqh2TjL4E2a,JJncbFy2MbPPctJDD,2024-04-23T18:36:38Z,team,true,agree,,,,,"I was notified with very little warning, which is rude considering how long the task was. I enjoyed the chat feature as I could commiserate with others in my position. ",Yes,
kSrEotTPQoQdbvAKs,P6QvcwRTw3dj2fuqn,JJncbFy2MbPPctJDD,2024-04-23T18:36:44Z,team,true,agree,,,,,"The logical elimination interface was a bit confusing, especially with five animals banging on it at the same time.",Yes,
EDpbFejijFocKtJED,NGFsL85XJaTWaYyMs,JJncbFy2MbPPctJDD,2024-04-23T18:36:50Z,,,,47,MALE,Communication skills,The payment was fine,,,high-school
T4wZM6PrXLeSNKvzN,jQBSuEpYekjt9zjEy,JJncbFy2MbPPctJDD,2024-04-23T18:36:54Z,,,,40,male,none,a bit low,,,bachelor
bnK9sQhZa6fkdXM46,rLarfZZeebjvfAfSu,hk_398eb1ff4aa9c7fc,2024-04-23T18:36:54Z,team,true,strongly agree,,,,,"I wish there had been an email earlier in the day to tell me to look out for another message closer to the actual task. I nearly missed it and only caught it because I happened to check my email. Other than that, super interesting task.",Yes,
ohuDZQ6ppg7YS5hWZ,f628nWFtTsmJJgHzP,JJncbFy2MbPPctJDD,2024-04-23T18:36:59Z,,,,31,female,I am good at typing.,"It could be better, but still good.",,,bachelor
bc4KkwL4Qrq6T5M7Z,MrQBNmod4A6N6qm6c,hk_398eb1ff4aa9c7fc,2024-04-23T18:37:04Z,,,,41,female,I was willing to do my best. I am good with word unscrambles also,It is decent. ,,,bachelor
mmhjfM4AaiSdB8AXn,bMBdRAtpNCBuH5veS,JJncbFy2MbPPctJDD,2024-04-23T18:37:09Z,individual,false,agree,,,,,,Yes,
hk_1524ca0dae6fec0a,P6QvcwRTw3dj2fuqn,JJncbFy2MbPPctJDD,2024-04-23T18:37:09Z,,,,35,female,great,pretty fair,,,high-school
JdDTHruKYXb7two4q,EEY2joEqh2TjL4E2a,JJncbFy2MbPPctJDD,2024-04-23T18:37:25Z,,,,50,Male,I was not the smartest person but I did my best to stay engaged and helped when I could.,"I don't know what the final payment is yet, so I can't answer that. ",,,high-school
H6pbEWDR96y2ZR3Jx,rLarfZZeebjvfAfSu,hk_398eb1ff4aa9c7fc,2024-04-23T18:37:40Z,,,,45,cis female,I think I held up my end. I'm glad I had team members to pick up my slack and I tried to be supportive of them as well.,Very fair. This was super interesting and engaging as well.,,,high-school
N5Lve8LTybz8LGSPM,5gSXeCgsiwSFmnMhZ,hk_398eb1ff4aa9c7fc,2024-04-23T18:38:29Z,,,,49,Female,"I think I did a good job of pulling my weight in all of the tasks but the one where we had to solve the puzzles with the little x and check mark board. Thank goodness, we had a great teammate to help us out on that one.",I feel the pay was fair. The task was a lot of fun and enjoyable. It was definitely worth participating.,,,other
rNqq7JHvXr8N83Aso,bMBdRAtpNCBuH5veS,JJncbFy2MbPPctJDD,2024-04-23T18:38:41Z,,,,37,Male,Accuracy and patience.,"I don't. I would prefer to have a better base payment and the bonus is just extra incentive, especially when I am relying on a group to perform well.",,,high-school
FotMdoSsY4WezRjmn,5X2izs4ypRdF8WBcM,u9cugqmK8yNAcRwpN,2024-04-23T18:39:16Z,team,true,strongly agree,,,,,none ,Yes,
ewYLJW8DsRL2TAYxG,5X2izs4ypRdF8WBcM,u9cugqmK8yNAcRwpN,2024-04-23T18:39:37Z,,,,37,male,average,yes,,,high-school
Gshpk35g9fwzTZ4pK,Pw3WijzCteEj4xph2,KexJHAZGNxuwCthn8,2024-04-23T18:40:52Z,individual,,disagree,,,,,No,No,
amizK75jRcNMTaG9z,Pw3WijzCteEj4xph2,KexJHAZGNxuwCthn8,2024-04-23T18:41:11Z,,,,41,Nonbinary,I don't know,No,,,master
pKQ3SyPTSEFgBknNj,GmToa4AfFZaRrpSKT,iotN2LRr56L93s6Zj,2024-04-23T18:46:13Z,team,true,strongly agree,,,,,,Yes,
CTQbfYGxywQnszNS2,Y33cvWTm3uKj3ZMHD,iotN2LRr56L93s6Zj,2024-04-23T18:46:42Z,team,true,agree,,,,,everythig was perfect.,Yes,
tZA8kEmK87Apxq5cJ,jQhXEtmWkdYChDrHe,iotN2LRr56L93s6Zj,2024-04-23T18:46:45Z,individual,true,agree,,,,,Certain parts which so confusing that I didn't even know where to start. Like the part with the x's and check marks.,Yes,
a7vtbZiQCcGAFBMQt,GmToa4AfFZaRrpSKT,iotN2LRr56L93s6Zj,2024-04-23T18:47:05Z,,,,62,Female,Typing and encouraging team mates.,Yes,,,master
fjrwyo7ychdQ6gRsi,jQhXEtmWkdYChDrHe,iotN2LRr56L93s6Zj,2024-04-23T18:47:24Z,,,,52,male,Communicating in the chat box,"yes, because I don't think we did very well.",,,high-school
jh55Ng2TnjeuBPyMe,N9FLpYdAwFM6Zr9b3,iotN2LRr56L93s6Zj,2024-04-23T18:47:47Z,individual,false,neither agree nor disagree,,,,,"I would prefer an earlier notification. I was not a fan of the puzzle ones at all, they mostly did not make sense and were missing too many clues. I would rather do these types of tasks alone than in a team. I believe that one or to members did nothing the whole time.",No,
N8vETu5Arv9ACYsaQ,Y33cvWTm3uKj3ZMHD,iotN2LRr56L93s6Zj,2024-04-23T18:48:21Z,,,,68,male,the only thing I was very good at was the last exercise. I was okay on the one before that and no good at all before that. I had great teammates.,yes,,,bachelor
KrAPG9yYrTJFdwcE4,N9FLpYdAwFM6Zr9b3,iotN2LRr56L93s6Zj,2024-04-23T18:49:11Z,,,,35,Genderqueer,My strength was in trying to keep communication going. I was also quick to find last minute solutions and edits.,"No, I feel that the base pay should've been much higher for the time involved.",,,bachelor
97YK9fMYMmiJ2GSoF,vcgQfjREwxgoZ8rXm,fR5SqZHLCDz2kzkzp,2024-04-23T18:54:25Z,team,true,neither agree nor disagree,,,,,Try to keep waiting times lower if a person in the task leaves.,Yes,
n32KwdgmYAKErQbB6,FySoFt75uAaAkXfnD,fR5SqZHLCDz2kzkzp,2024-04-23T18:54:27Z,team,true,agree,,,,,some games were more interesting and fun than others,Yes,
PvyroCiG8Qgr82Nz3,283cdXiy7Mhwv43Hv,5RArAbS9NZL4hnu4m,2024-04-23T18:54:47Z,individual,true,agree,,,,,,Yes,
Pa9v4H9CdE9EETnLA,nhcRiyCZrbWmQF2DA,fR5SqZHLCDz2kzkzp,2024-04-23T18:54:49Z,team,true,strongly agree,,,,,no,Yes,
2cxf6kZvJMJkGxnFv,mKA4P7LLfW8motScW,fR5SqZHLCDz2kzkzp,2024-04-23T18:55:12Z,individual,true,strongly agree,,,,,"I just did not like how when someone dropped we had to keep waiting \n",Yes,
9BLdGknrzWYYpLxJs,vcgQfjREwxgoZ8rXm,fR5SqZHLCDz2kzkzp,2024-04-23T18:55:13Z,,,,36,Male,The name unscrambling game,Pretty much,,,other
hk_b0013b5cd6bd5b76,FySoFt75uAaAkXfnD,fR5SqZHLCDz2kzkzp,2024-04-23T18:55:19Z,,,,44,male,decent,not great pay of over an hour work,,,bachelor
QYmjF77qt4p6DywCv,j9nb7DzuRZg8Yz8jS,5RArAbS9NZL4hnu4m,2024-04-23T18:55:27Z,individual,false,strongly agree,,,,,"everything ok and calm, there could be a clearer example in some games",Yes,
hk_359ca34a9de9610e,283cdXiy7Mhwv43Hv,5RArAbS9NZL4hnu4m,2024-04-23T18:55:44Z,,,,42,male,Memory and word scrambles are what I am good at. ,I think the pay was decent.,,,high-school
92v6wisros3zqp7YK,nhcRiyCZrbWmQF2DA,fR5SqZHLCDz2kzkzp,2024-04-23T18:56:10Z,,,,57,Female,medium,yes ok,,,other
SsbQ6eXjXgWC9gfC2,mKA4P7LLfW8motScW,fR5SqZHLCDz2kzkzp,2024-04-23T18:56:14Z,,,,53,male,I was very good with the word scramble and trying to comminicate,yes,,,bachelor
ZdndpS623ks3DKwS3,j9nb7DzuRZg8Yz8jS,5RArAbS9NZL4hnu4m,2024-04-23T18:57:00Z,,,,29,male,I could have done better,"yes, very fair",,,bachelor
qSx748LLsgMtG5Sch,F6hx9wuWay6GHCEfd,fR5SqZHLCDz2kzkzp,2024-04-23T19:15:18Z,team,false,agree,,,,,Everything seemed fine.,Yes,
aPj4izgpNmLkjWppG,F6hx9wuWay6GHCEfd,fR5SqZHLCDz2kzkzp,2024-04-23T19:15:54Z,,,,49,Male,My attention to detail and memory.,It was ok.,,,bachelor
EocfEKLJoHJiR6oi9,ehcJtfFtBqHasD9mP,oPjXMm8wRX8tu3gcs,2024-04-23T19:43:42Z,individual,,strongly agree,,,,,Very well set up,Yes,
oMYZBkxfCrDY5juhR,ehcJtfFtBqHasD9mP,oPjXMm8wRX8tu3gcs,2024-04-23T19:44:10Z,,,,56,Female,"Good in parts, terrible in others!",Yes,,,bachelor
Ez3S3vqxvxnGkpLgC,GT7MwuqcxC2d2XbjD,6PwgKEvWePBq9p7D8,2024-04-23T19:49:52Z,individual,,strongly agree,,,,,,Yes,
LwTSeWC37ihvctRy7,GT7MwuqcxC2d2XbjD,6PwgKEvWePBq9p7D8,2024-04-23T19:50:06Z,,,,26,Female,Average,Yes,,,bachelor
7okTobXY7BYvii3Ac,7Akkkvo8L7pwXpwzb,mZFseNy3ZBqamCFSn,2024-04-23T19:52:45Z,team,true,agree,,,,,no,Yes,
nurufx5EQefRzuZdd,GQo3ZZbnDZuPGHsjG,mZFseNy3ZBqamCFSn,2024-04-23T19:52:48Z,team,true,agree,,,,,The last one was so confusing,Yes,
fbuoGngoTwk2YiRsb,j93h2yEvXCKvWixcC,mZFseNy3ZBqamCFSn,2024-04-23T19:52:50Z,team,true,strongly agree,,,,,I have no feedback.  I enjoyed my group.,Yes,
sKFi8HG6AdGT7B6R7,6tWQNDd7pxWmyrd74,mZFseNy3ZBqamCFSn,2024-04-23T19:53:02Z,team,true,agree,,,,,"The last task is painful, and need way more instruction than what was given.",No,
5ABvQyh9iTzAgDSxo,Bz7TQ22BNAjmPM73J,mZFseNy3ZBqamCFSn,2024-04-23T19:53:03Z,individual,true,strongly agree,,,,,last game was tough,Yes,
atpswPawWC2LNfdWj,iL32AtSj6YDRJbGHa,mZFseNy3ZBqamCFSn,2024-04-23T19:53:10Z,individual,false,disagree,,,,,"If these were real people interacting with me, how are they functioning in the real world?! This would have been so much easier as an individual task",No,
Xa5NY9nj476jNtvMg,GQo3ZZbnDZuPGHsjG,mZFseNy3ZBqamCFSn,2024-04-23T19:53:11Z,,,,60,female,medium good,Yes,,,high-school
hk_223cda5be578a449,6tWQNDd7pxWmyrd74,mZFseNy3ZBqamCFSn,2024-04-23T19:53:19Z,,,,25,Male,Mild,Sure,,,bachelor
rspAmFD4psjN6Ldfy,Bz7TQ22BNAjmPM73J,mZFseNy3ZBqamCFSn,2024-04-23T19:53:43Z,,,,42,Male,Team work,Yes,,,master
QACsqanpLCcz3gGHW,iL32AtSj6YDRJbGHa,mZFseNy3ZBqamCFSn,2024-04-23T19:53:53Z,,,,29,Female,I'm good at word games ,I'm not sure what my pay was yet. Nor do I understand how I'm going to receive it,,,master
Z7k8McAAkf8oZKSWr,7Akkkvo8L7pwXpwzb,mZFseNy3ZBqamCFSn,2024-04-23T19:53:58Z,,,,39,male,I did well on the first few tasks,"No, I've not made nearly as much as I thought.",,,bachelor
zuuFDrpKwFYN86TQN,j93h2yEvXCKvWixcC,mZFseNy3ZBqamCFSn,2024-04-23T19:54:00Z,,,,37,male,I like I was a good team member and that I could type quite fast at the typing portion.,I do.,,,high-school
cCzjwG2dEZgnWduaJ,85rsPwvZ4RMfKST2C,vqBCJGh3Dc6SMJRHn,2024-04-23T20:03:20Z,individual,,agree,,,,,One minor suggestion would be to notify game availability a little bit more in advance so that I can better schedule availability.,Yes,
2q95Jtn3xNiQSEEr5,juZ95JaBbtaggqTxa,o2Crxfw4yPw8xNDMv,2024-04-23T20:03:58Z,team,true,strongly agree,,,,,no,Yes,
Hhy7Sri9umn59PqG9,TjYmpwMPZEj8Hv6Yq,o2Crxfw4yPw8xNDMv,2024-04-23T20:04:01Z,team,true,agree,,,,,"it was fun, mindtesting",Yes,
j3wJuQa7iCJAJNWGS,juZ95JaBbtaggqTxa,o2Crxfw4yPw8xNDMv,2024-04-23T20:04:14Z,,,,27,man,finding words quick,no,,,high-school
Mz7CfuyaatemARtJj,TjYmpwMPZEj8Hv6Yq,o2Crxfw4yPw8xNDMv,2024-04-23T20:04:20Z,,,,36,female,strong with the word scramble,yes very fair,,,bachelor
xF2YJtufiF5JQq9XG,bXu9ESovvQX5JB4yz,o2Crxfw4yPw8xNDMv,2024-04-23T20:04:21Z,individual,true,agree,,,,,,Yes,
ee697fsbAivA5MJKv,RNMkss4kxTSPkM6qZ,o2Crxfw4yPw8xNDMv,2024-04-23T20:04:47Z,individual,true,strongly agree,,,,,"it was fine, just had a problem with people trying to do it all by themselves and not as a team",Yes,
WByaQhxa8ukhrpeAr,5yQdGSWRFe6th2y3g,o2Crxfw4yPw8xNDMv,2024-04-23T20:05:15Z,individual,false,disagree,,,,,"It was hard to work on the same task simultaneously with that interface, though I assume that's by design?  Also, this text box is comically tiny and narrow, like one or two words per line.",No,
e6TzP6CB7Kt7BG6e8,bXu9ESovvQX5JB4yz,o2Crxfw4yPw8xNDMv,2024-04-23T20:05:21Z,,,,54,male,below average,yes,,,bachelor
XDyNf9XZwMPi8DNXA,RNMkss4kxTSPkM6qZ,o2Crxfw4yPw8xNDMv,2024-04-23T20:05:24Z,,,,51,male,"doing the tougher answer, not the speed typing",decent,,,high-school
qYYXcJ8SeQdHK8zLc,Pb2rpHJ46WYpbLZiN,RuGJwT7H7id23j2MP,2024-04-23T20:05:36Z,individual,false,neither agree nor disagree,,,,,Not sure there was a 3rd person / not sure we were hearing the same audio,No,
wQHkwy5k3qfMwtQcD,Pb2rpHJ46WYpbLZiN,RuGJwT7H7id23j2MP,2024-04-23T20:05:49Z,,,,,,,,,,
iNA4b8s84BWG8LHLD,ni2s3pNeh8TBaz5iF,RuGJwT7H7id23j2MP,2024-04-23T20:05:58Z,individual,false,agree,,,,,Everything worked smoothly,Yes,
RbGb9r7FukZqAvx6C,5yQdGSWRFe6th2y3g,o2Crxfw4yPw8xNDMv,2024-04-23T20:06:44Z,,,,38,male,I didn't have any strengths in the game.,"not in the slightest. $6 for one hour of attentive work is insulting. If you paid better, I'd give better responses to these questions but frankly, at below federal minimum wage, i can't be bothered.",,,high-school
MtikpD2Sh3GWjv7D5,85rsPwvZ4RMfKST2C,vqBCJGh3Dc6SMJRHn,2024-04-23T20:07:35Z,,,,40,male,I felt that I performed best at the anagram portion of the game.,Yes,,,bachelor
PHkzRn7aPnBfQqEFZ,ni2s3pNeh8TBaz5iF,RuGJwT7H7id23j2MP,2024-04-23T20:07:48Z,,,,38,Female,I have good collaboration skills and I can do well in most tasks.,Yes.,,,master
zSXZRdhryufc66WpX,RbsAMCeySwcxNKxG4,FxXF4WKmLDpwhEnvr,2024-04-23T20:09:33Z,team,true,strongly agree,,,,,"Overall, the activity was fun and educational.",Yes,
EBsscsMHhsgEyKpTg,hkiL9ofq3btfBGriA,FxXF4WKmLDpwhEnvr,2024-04-23T20:09:43Z,individual,false,neither agree nor disagree,,,,,well it depends on how much i got paid to chat with an idiot while the games where not funtional,Yes,
6o8RayMwiaGAhDsYb,RbsAMCeySwcxNKxG4,FxXF4WKmLDpwhEnvr,2024-04-23T20:10:03Z,,,,51,MALE,YES,YES,,,master
rajTGkwxGQsBNQjft,hkiL9ofq3btfBGriA,FxXF4WKmLDpwhEnvr,2024-04-23T20:10:14Z,,,,47,male,communicator,I don't know until i get paid,,,bachelor
KpogHBXjSJX3bowaG,8gFzmbcaijP3yBZdY,o2Crxfw4yPw8xNDMv,2024-04-23T20:11:05Z,team,true,strongly agree,,,,,no,Yes,
8d7AvQuzsBopLq7BX,8gFzmbcaijP3yBZdY,o2Crxfw4yPw8xNDMv,2024-04-23T20:12:54Z,,,,47,female,A worker that does not mind letting someone else lead.,yes!,,,high-school
73B8QhndW9aZrGGYy,wDp7JHLREo4h5jYZE,xK5uTwivntiohLRyE,2024-04-23T20:27:24Z,team,false,strongly agree,,,,,Very entertaining. Few people on the lobby,Yes,
yvdP3QZ7TxomnAypT,nv79WR92eriewLFak,xK5uTwivntiohLRyE,2024-04-23T20:27:54Z,team,true,neither agree nor disagree,,,,,need something to indicate waiting like a moving clock or arrow,No,
p8Wsg5m44Gv9MLLqp,wDp7JHLREo4h5jYZE,xK5uTwivntiohLRyE,2024-04-23T20:28:19Z,,,,48,Male,Logic and speed,yes,,,master
FpwEzeyiFwXGAadb2,nv79WR92eriewLFak,xK5uTwivntiohLRyE,2024-04-23T20:29:11Z,,,,66,F,very poor on the last one,no a little on the low side for the length of time involved,,,bachelor
Bqq6E2Ba8gkDB2xp7,7u8eG8HNEm7nvfSbd,Fttjqn7SfwyMz6fZD,2024-04-23T21:37:00Z,individual,false,strongly disagree,,,,,Yuck,No,
FgHwF82TTuRyoE2oh,trzkFdhtMTwGYKfrN,tbToofJoFqbxwMDAB,2024-04-23T21:46:49Z,team,,disagree,,,,,no,No,
cvt2ttpscTwTsrAK3,trzkFdhtMTwGYKfrN,tbToofJoFqbxwMDAB,2024-04-23T21:47:21Z,,,,52,male,solving anagrams,"no, it was terribly underpaid ",,,master
gokL7o77pqmZqCp6j,oYLpW7Anposrog7No,45nMNo3HzEEX7EQL5,2024-04-23T22:01:58Z,team,true,strongly agree,,,,,Everything was great.,Yes,
2sf6GMJmNYwzaLYuB,BoT2ySmtpfrz4acnj,qMJb8tLr4qbhPzEye,2024-04-23T22:02:30Z,individual,,strongly agree,,,,,I was emailed a link for the game.,Yes,
